EventName,Casino,Location,Offer,StartDate,EndDate,OfferType
Monthly Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 Slot Play,2025-08-24T06:00-07:00,2025-08-26T05:59-07:00,Free-Play
Gear Up & Go,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Redeem at Players Club East; Weather resistant canopy,2025-08-24T10:00-07:00,2025-08-24T20:00-07:00,Giveaway
Beach Day Essentials Giveaway,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",Collect weekly items,2025-08-24T12:00-07:00,2025-08-24T20:00-07:00,Giveaway
18K Golden Chef Collection - Week 4 Gift,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Parini Gift,2025-08-24T13:00-07:00,2025-08-24T21:00-07:00,Giveaway
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-24T17:00-07:00,2025-08-24T22:00-07:00,Free-Play
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-24T22:00-07:00,2025-08-24T23:59-07:00,Giveaway
Ride and Win Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 250/500/1000 points to play; win up to $3,000 free play; max 5 laps per week",2025-08-25T00:00-07:00,2025-08-25T23:59-07:00,Free-Play
Entry Multiplier,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-08-25T00:00-07:00,2025-08-25T23:59-07:00,Point-Based
$25 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$25 Lucky Bucks one-time offer,2025-08-25T00:00-07:00,2025-08-28T23:59-07:00,Free-Play
$15 Off Food,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-08-25T00:00-07:00,2025-08-28T23:59-07:00,Hospitality-Rewards
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","One complimentary night stay (reservation required, subject to availability)",2025-08-25T00:00-07:00,2025-08-28T23:59-07:00,Hospitality-Rewards
2x Your Choice,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose either $25 free play or 2x slot points once per week,2025-08-25T00:00-07:00,2025-08-31T23:59-07:00,Free-Play
$15 Free Play,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",$15 free play,2025-08-25T07:00-07:00,2025-08-29T23:59-07:00,Free-Play
Gear Up & Go,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Redeem at Players Club East; Weather resistant canopy,2025-08-25T10:00-07:00,2025-08-25T20:00-07:00,Giveaway
$50 Xtra Rewards,Legends Casino,"580 Fort Road, Toppenish, WA",$50 Xtra Rewards free play added to your account each week,2025-08-25T10:00-07:00,2025-08-31T23:59-07:00,Free-Play
Gift Grab,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Qualified guests will receive a weekly gift!,2025-08-25T12:00-07:00,2025-08-25T20:00-07:00,Giveaway
B-Day Bonus,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win up to $2,000 free play every drawing hour! Your age = your number of entries!",2025-08-25T16:00-07:00,2025-08-25T17:59-07:00,Giveaway
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-25T17:00-07:00,2025-08-25T22:00-07:00,Free-Play
B-Day Bonus,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win up to $2,000 free play every drawing hour! Your age = your number of entries!",2025-08-25T18:00-07:00,2025-08-25T19:59-07:00,Giveaway
B-Day Bonus,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win up to $2,000 free play every drawing hour! Your age = your number of entries!",2025-08-25T20:00-07:00,2025-08-25T21:59-07:00,Giveaway
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-25T22:00-07:00,2025-08-25T23:59-07:00,Giveaway
Ride and Win Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 250/500/1000 points to play; win up to $3,000 free play; max 5 laps per week",2025-08-26T00:00-07:00,2025-08-26T23:59-07:00,Free-Play
2x Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",2x Status Points,2025-08-26T06:00-07:00,2025-08-28T05:59-07:00,Point-Based
Club Lucky Multiplier,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Exclusive multiplier based on Club Lucky level,2025-08-26T10:00-07:00,2025-08-26T18:00-07:00,Point-Based
Gift Giveaway - 3pc Rectangular Casserole Dish,Legends Casino,"580 Fort Road, Toppenish, WA","60 points required, one per person, while supplies last",2025-08-26T10:00-07:00,2025-08-26T23:59-07:00,Giveaway
Gift Grab,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Qualified guests will receive a weekly gift!,2025-08-26T12:00-07:00,2025-08-26T20:00-07:00,Giveaway
Beach Day Essentials Giveaway,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",Collect weekly items,2025-08-26T12:00-07:00,2025-08-26T20:00-07:00,Giveaway
Lightweight Travel Set Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Urban Trek Backpack,2025-08-26T12:00-07:00,2025-08-26T20:00-07:00,Giveaway
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-26T17:00-07:00,2025-08-26T22:00-07:00,Free-Play
Ortum Dragon Wheel,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win up to $5,000; free entry with Club Red swipe; bonus entries for points",2025-08-26T18:00-07:00,2025-08-26T21:00-07:00,Point-Based
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-26T22:00-07:00,2025-08-26T23:59-07:00,Giveaway
Weekly Loyalty Offer,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",$20 Free Play,2025-08-27T00:00-07:00,2025-09-02T23:59-07:00,Free-Play
Summer Stack-Up,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Win up to $5,000 Free Play weekly; Earn 750 base points playing slots to receive a wheel spin; Up to 3 spins per week",2025-08-27T08:00-07:00,2025-08-27T20:00-07:00,Free-Play
$5 Weekly Free Play,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Win your share of $760,500 in promo chips; Earn 25 base points at any table game",2025-08-27T09:00-07:00,2025-08-27T21:00-07:00,Free-Play
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn 50 base points and get a free wearable,2025-08-27T10:00-07:00,2025-08-27T20:00-07:00,Giveaway
Pepsi Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 500 points between 00:00-19:59, redeem 10:00-20:00 for a 12-pack of Pepsi products (limit 4 packs)",2025-08-27T10:00-07:00,2025-08-27T20:00-07:00,Giveaway
Star Mail Bonus Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$10 Free Play,2025-08-27T10:00-07:00,2025-08-27T23:59-07:00,Free-Play
Lightweight Travel Set Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Urban Trek Backpack,2025-08-27T12:00-07:00,2025-08-27T20:00-07:00,Giveaway
Prize on the Rise Progressive Drawing,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Drawings start at $1,000 free play. 1 free entry every week. 5x entries on Fridays. 400 points = 1 additional entry. The stakes grow every hour. Second-place winners score $500 free play guaranteed.",2025-08-27T15:00-07:00,2025-08-27T20:00-07:00,Giveaway
Jail House Rock & Riches,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win share of over $130,000",2025-08-27T17:00-07:00,2025-08-27T21:00-07:00,Offer
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-27T17:00-07:00,2025-08-27T22:00-07:00,Free-Play
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-27T22:00-07:00,2025-08-27T23:59-07:00,Giveaway
Pit Stop Point Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 25x rewards points!,2025-08-28T00:00-07:00,2025-08-28T23:59-07:00,Point-Based
Multiplier Thursdays,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Slot point multipliers up to 5x; 2x on first Thursday, increasing each week if consecutive",2025-08-28T00:00-07:00,2025-08-28T23:59-07:00,Point-Based
Free Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 Slot Play,2025-08-28T06:00-07:00,2025-08-29T05:59-07:00,Free-Play
Monthly Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 Slot Play,2025-08-28T06:00-07:00,2025-08-29T05:59-07:00,Free-Play
U-Spin Instant Win,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065",Watch your U-Spin progress bar countdown for instant wins at slot machines,2025-08-28T10:00-07:00,2025-08-28T23:59-07:00,Offer
"Monthly Gift - 9.5"" Hybrid Frying Pan",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Pick up gift,2025-08-28T12:00-07:00,2025-08-28T21:00-07:00,Giveaway
18K Golden Chef Collection - Week 5 Mystery Gift,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Mystery Gift,2025-08-28T13:00-07:00,2025-08-28T21:00-07:00,Giveaway
Road Trip Fill Up,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$25 Lucky Bucks Alternative Gift,2025-08-28T14:00-07:00,2025-08-28T20:00-07:00,Giveaway
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-28T17:00-07:00,2025-08-28T22:00-07:00,Free-Play
Jupiter’s Jackpot,Legends Casino,"580 Fort Road, Toppenish, WA",Two cash prize winners 6pm-8pm and one Jeep Wrangler grand prize winner at 9pm,2025-08-28T18:00-07:00,2025-08-28T21:00-07:00,Giveaway
Ortum Dragon Wheel,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513","Win up to $5,000; free entry with Club Red swipe; bonus entries for points",2025-08-28T18:00-07:00,2025-08-28T21:00-07:00,Point-Based
"$168,000 Beat the Heat",ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 Promo Play Hot Seats + $5,000 Cash Grand Prize",2025-08-28T19:00-07:00,2025-08-28T22:00-07:00,Giveaway
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-28T22:00-07:00,2025-08-28T23:59-07:00,Giveaway
Free Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 Slot Play,2025-08-29T06:00-07:00,2025-08-31T05:59-07:00,Free-Play
Monthly Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$35 Slot Play,2025-08-29T06:00-07:00,2025-08-31T05:59-07:00,Free-Play
"Monthly Gift - 9.5"" Hybrid Frying Pan",Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Pick up gift,2025-08-29T10:00-07:00,2025-08-29T14:00-07:00,Giveaway
Park Trip Pull Tabs,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Each pull tab worth $2,500",2025-08-29T11:00-07:00,2025-08-29T21:00-07:00,Hospitality-Rewards
Bar Bar Dar,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",,2025-08-29T16:00-07:00,2025-08-29T22:00-07:00,Offer
Blue Suede Spins,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win up to $2,500 in free play",2025-08-29T17:00-07:00,2025-08-29T21:30-07:00,Free-Play
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-29T17:00-07:00,2025-08-29T22:00-07:00,Free-Play
Classic August Nights,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Win a share of $25,000 in prizes or a classic car; 5 drawings",2025-08-29T19:00-07:00,2025-08-29T23:59-07:00,Giveaway
"$2,500 Second Chance Drawing",Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Need not be present to win. Claim by August 30,2025-08-29T21:00-07:00,2025-08-29T21:00-07:00,Giveaway
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-29T22:00-07:00,2025-08-29T23:59-07:00,Giveaway
$25 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$25 Lucky Bucks one-time offer,2025-08-30T00:00-07:00,2025-08-31T23:59-07:00,Free-Play
Stay ’N Play - 2 Free RV Stays,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",2 free RV stays (valid any day),2025-08-30T00:00-07:00,2025-10-03T23:59-07:00,Hospitality-Rewards
$20 Free Play,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$20 Free Play,2025-08-30T10:00-07:00,2025-09-05T23:59-07:00,Free-Play
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-30T17:00-07:00,2025-08-30T22:00-07:00,Free-Play
Road Trippin’,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Drawings every 30 minutes. Win up to $2,500",2025-08-30T18:00-07:00,2025-08-30T21:00-07:00,Offer
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-30T22:00-07:00,2025-08-30T23:59-07:00,Giveaway
Cruisin' with the King Cadillac Giveaway Bonus Entries,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",100 Bonus Entries into Cadillac Giveaway,2025-08-31T00:00-07:00,2025-08-31T23:59-07:00,Giveaway
Winning Race Kiosk Game,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 1,500 points to play; win prizes or up to $1,000 free play (up to 6 plays per Sunday)",2025-08-31T00:00-07:00,2025-08-31T23:59-07:00,Free-Play
Entry Multiplier,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Receive multiple entries for every status point earned.,2025-08-31T00:00-07:00,2025-08-31T23:59-07:00,Point-Based
$125 Weekly Free Play or Dining Credit - Week 1,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit.,2025-08-31T00:00-07:00,2025-09-06T23:59-07:00,Free-Play
Stay ’N Play - 2 Free Standard Rooms,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",2 free standard rooms (valid Sun-Thurs),2025-08-31T00:00-07:00,2025-10-02T23:59-07:00,Hospitality-Rewards
Daytime Bonus Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$40 Slot Play,2025-08-31T06:00-07:00,2025-08-31T18:00-07:00,Free-Play
Rock & Brews Daytime Bonus,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$40 in slot play bonus. Claim at kiosk. Valid 6:00am–6:00pm.,2025-08-31T06:00-07:00,2025-08-31T18:00-07:00,Free-Play
LDC 24th Birthday Bonus,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",10x Lucky Points,2025-08-31T10:00-07:00,2025-08-31T16:00-07:00,Point-Based
Gear Up & Go,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223",Redeem at Players Club East; Weather resistant canopy,2025-08-31T10:00-07:00,2025-08-31T20:00-07:00,Giveaway
Beach Day Essentials Giveaway,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",Collect weekly items,2025-08-31T12:00-07:00,2025-08-31T20:00-07:00,Giveaway
18K Golden Chef Collection - Week 5 Gift,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Parini Gift,2025-08-31T13:00-07:00,2025-08-31T21:00-07:00,Giveaway
Cruisin' with the King Cadillac Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Win a classic Cadillac,2025-08-31T15:00-07:00,2025-08-31T18:00-07:00,Giveaway
"$7,000,000 Celebration Drawings",Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","10 guests win up to $50,000 freeplay",2025-08-31T17:00-07:00,2025-08-31T22:00-07:00,Free-Play
Cruisin' with the King Cadillac Giveaway Grand Prize,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Grand prize drawing,2025-08-31T19:00-07:00,2025-08-31T19:00-07:00,Giveaway
Nightly Grand Prize Cash Vault,Snoqualmie Casino,"37500 SE North Bend Way, Snoqualmie, WA 98065","Win up to $200,000",2025-08-31T22:00-07:00,2025-08-31T23:59-07:00,Giveaway
Drift $15 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$15 Lucky Bucks valid Mon 9/1 - Thu 9/4.,2025-09-01T00:00-07:00,2025-09-04T23:59-07:00,Free-Play
$15 Off Food Voucher,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-09-01T00:00-07:00,2025-09-04T23:59-07:00,Hospitality-Rewards
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Complimentary night stay with reservation required,2025-09-01T00:00-07:00,2025-09-04T23:59-07:00,Hospitality-Rewards
Complimentary Hotel Stay - Week 1,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",1 complimentary night at EQC Fife.,2025-09-01T00:00-07:00,2025-09-06T23:59-07:00,Hospitality-Rewards
Free Topgolf Swing Suite,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","1 hour of free Topgolf Swing Suite playtime for you and up to 3 guests, valid once per week",2025-09-01T00:00-07:00,2025-09-07T23:59-07:00,Offer
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose $25 free play or 2x slot points once per week,2025-09-01T00:00-07:00,2025-09-07T23:59-07:00,Free-Play
Dining & Shopping Rewards,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$15 dining & shopping rewards,2025-09-01T00:00-07:00,2025-09-15T23:59-07:00,Hospitality-Rewards
Mustang Madness 30 Mustangs in 30 Days,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win a 2025 Ford Mustang EcoBoost or $21,500 cash. One entry per 100 points earned (Aug 25–Oct 14). 10x entries on Wednesdays.",2025-09-01T00:00-07:00,2025-09-30T23:59-07:00,Giveaway
Lucky’s Sunday Football Pick ‘Em Game,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Weekly football pick’em game with cash, free play, and Drift gift card prizes. Over $10,000 awarded across season.",2025-09-01T00:00-07:00,2025-09-30T23:59-07:00,Giveaway
Two Standard Room Nights Hotel Offer,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801",Two standard room nights per offer period. Use offer code 91825. Valid Sun–Thur.,2025-09-01T00:00-07:00,2025-10-30T23:59-07:00,Hospitality-Rewards
$40 Freeplay Offer,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801",Automatically loads to Club Wild account. Valid once per offer period.,2025-09-01T04:00-07:00,2025-10-31T23:59-07:00,Free-Play
Merge Dice Mobile App Game,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801","Play daily on the Wildhorse app to win instant prizes plus earn bonus entries into $50,000 Roll for the Royal. Limit one win per player per day.",2025-09-01T04:00-07:00,2025-10-31T23:59-07:00,Special-Events
Bonus Entry Mondays,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Receive 500 bonus drawing entries.,2025-09-01T08:00-07:00,2025-09-01T14:00-07:00,Giveaway
Weekly $20 Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play added to your account,2025-09-01T10:00-07:00,2025-09-07T23:59-07:00,Free-Play
Hourly Cash Prizes,Legends Casino,"580 Fort Road, Toppenish, WA","Win $500 or $1,000 cash every hour, must be actively gaming on a slot machine with your rewards card",2025-09-01T12:00-07:00,2025-09-01T20:00-07:00,Giveaway
Backyard BBQ Earn & Get,Wildhorse Casino,"46510 Wildhorse Blvd. Pendleton, OR 97801",Earn 650 slot points between 12–8pm to receive a stainless steel three-piece BBQ set.,2025-09-01T12:00-07:00,2025-09-01T20:00-07:00,Point-Based
Presto Nomad Traveling Portable Food Warmer Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Free Presto Nomad Traveling Portable Food Warmer,2025-09-01T12:00-07:00,2025-09-01T21:00-07:00,Giveaway
Grand Finale - Entry Activation,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Activate entries for finale.,2025-09-01T15:00-07:00,2025-09-01T19:40-07:00,Offer
Acadia Adventure Grand Finale,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 Promo Play + GMC Acadia Grand Prize",2025-09-01T15:00-07:00,2025-09-01T20:00-07:00,Giveaway
Grand Finale - Promo Play Hot Seats,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","$1,000 Promo Play Hot Seats every 20 minutes.",2025-09-01T16:00-07:00,2025-09-01T19:40-07:00,Giveaway
Labor Day Hot Seats,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",20 winners randomly selected to receive $500 cash; must be actively playing with club card inserted,2025-09-01T16:00-07:00,2025-09-01T20:00-07:00,Giveaway
Hot Lap Hot Seats,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Win $500 free play every 30 minutes while actively playing.,2025-09-01T18:00-07:00,2025-09-30T19:30-07:00,Giveaway
Grand Finale - 2025 Acadia Denali Grand Prize,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Grand prize giveaway.,2025-09-01T20:00-07:00,2025-09-01T20:00-07:00,Giveaway
Daily Mustang Drawings,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win a 2025 Ford Mustang EcoBoost or $21,500 cash. No-show receives $500 free play.",2025-09-01T20:00-07:00,2025-09-30T20:00-07:00,Giveaway
Complimentary Night Stay,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","One complimentary night stay (reservation required, subject to availability)",2025-09-02T00:00-07:00,2025-09-04T23:59-07:00,Hospitality-Rewards
Extended Summer Sweepstakes,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Win share of $52,000 in cash & prizes",2025-09-02T00:00-07:00,2025-09-27T23:59-07:00,Giveaway
